budget,common_fraction,dataset,intersection,jaccard,kendall,left,right,seed,sign_agreement,spearman
14,0.9285714285714286,CiteSeer,13,0.8666666666666667,0.6985149901933314,p_simple,gt_simple,212,0.8333333333333334,0.8076241935147823
3,0.6666666666666666,CiteSeer,2,0.5,0.8187675070028011,p_graph,gt_full,212,0.9,0.9491909160358356
7,0.8571428571428571,CiteSeer,6,0.75,0.8187675070028011,p_graph,gt_full,212,0.9,0.9491909160358356
14,0.9285714285714286,CiteSeer,13,0.8666666666666667,0.8187675070028011,p_graph,gt_full,212,0.9,0.9491909160358356
3,0.6666666666666666,CiteSeer,2,0.5,0.6640986132511556,tracin_cp_point_3,r_point,212,0.6916666666666667,0.8186464985294067
7,0.7142857142857143,CiteSeer,5,0.5555555555555556,0.6640986132511556,tracin_cp_point_3,r_point,212,0.6916666666666667,0.8186464985294067
14,0.7857142857142857,CiteSeer,11,0.6470588235294118,0.6640986132511556,tracin_cp_point_3,r_point,212,0.6916666666666667,0.8186464985294067
3,0.6666666666666666,CiteSeer,2,0.5,0.6540131671102395,tracin_cp_point_6,r_point,212,0.6916666666666667,0.8135697394601691
7,0.7142857142857143,CiteSeer,5,0.5555555555555556,0.6540131671102395,tracin_cp_point_6,r_point,212,0.6916666666666667,0.8135697394601691
14,0.7142857142857143,CiteSeer,10,0.5555555555555556,0.6540131671102395,tracin_cp_point_6,r_point,212,0.6916666666666667,0.8135697394601691
3,1.0,CiteSeer,3,1.0,0.6298683104511067,tracin_cp_simple_3,gt_simple,212,0.7833333333333333,0.7406260200431978
7,1.0,CiteSeer,7,1.0,0.6298683104511067,tracin_cp_simple_3,gt_simple,212,0.7833333333333333,0.7406260200431978
14,0.8571428571428571,CiteSeer,12,0.75,0.6298683104511067,tracin_cp_simple_3,gt_simple,212,0.7833333333333333,0.7406260200431978
3,1.0,CiteSeer,3,1.0,0.6242644998599047,tracin_cp_simple_6,gt_simple,212,0.7833333333333333,0.7369451833126142
7,1.0,CiteSeer,7,1.0,0.6242644998599047,tracin_cp_simple_6,gt_simple,212,0.7833333333333333,0.7369451833126142
14,0.8571428571428571,CiteSeer,12,0.75,0.6242644998599047,tracin_cp_simple_6,gt_simple,212,0.7833333333333333,0.7369451833126142
3,0.6666666666666666,CiteSeer,2,0.5,0.5977591036414565,tracin_cp_graph_3,gt_full,212,0.775,0.7706576845614278
7,0.5714285714285714,CiteSeer,4,0.4,0.5977591036414565,tracin_cp_graph_3,gt_full,212,0.775,0.7706576845614278
14,0.5714285714285714,CiteSeer,8,0.4,0.5977591036414565,tracin_cp_graph_3,gt_full,212,0.775,0.7706576845614278
3,0.6666666666666666,CiteSeer,2,0.5,0.5764705882352941,tracin_cp_graph_6,gt_full,212,0.7416666666666667,0.7500659768039446
7,0.42857142857142855,CiteSeer,3,0.2727272727272727,0.5764705882352941,tracin_cp_graph_6,gt_full,212,0.7416666666666667,0.7500659768039446
14,0.6428571428571429,CiteSeer,9,0.47368421052631576,0.5764705882352941,tracin_cp_graph_6,gt_full,212,0.7416666666666667,0.7500659768039446
3,1.0,CiteSeer,3,1.0,0.8447961899425689,a_grad_norm,b_param_lissa,42,1.0,0.9664906121626925
7,0.8571428571428571,CiteSeer,6,0.75,0.8447961899425689,a_grad_norm,b_param_lissa,42,1.0,0.9664906121626925
14,0.8571428571428571,CiteSeer,12,0.75,0.8447961899425689,a_grad_norm,b_param_lissa,42,1.0,0.9664906121626925
3,0.6666666666666666,CiteSeer,2,0.5,0.8184619694635104,b_param_hutch,b_param_lissa,42,1.0,0.952121508860021
7,0.5714285714285714,CiteSeer,4,0.4,0.8184619694635104,b_param_hutch,b_param_lissa,42,1.0,0.952121508860021
14,1.0,CiteSeer,14,1.0,0.8184619694635104,b_param_hutch,b_param_lissa,42,1.0,0.952121508860021
3,0.3333333333333333,CiteSeer,1,0.2,-0.050563765093533435,b_param_lissa,gt_full,42,0.45,-0.07174469016034522
7,0.2857142857142857,CiteSeer,2,0.16666666666666666,-0.050563765093533435,b_param_lissa,gt_full,42,0.45,-0.07174469016034522
14,0.21428571428571427,CiteSeer,3,0.12,-0.050563765093533435,b_param_lissa,gt_full,42,0.45,-0.07174469016034522
3,0.0,CiteSeer,0,0.0,-0.01092590009318199,gt_simple,gt_full,42,0.5416666666666666,-0.03128353109099731
7,0.0,CiteSeer,0,0.0,-0.01092590009318199,gt_simple,gt_full,42,0.5416666666666666,-0.03128353109099731
14,0.07142857142857142,CiteSeer,1,0.037037037037037035,-0.01092590009318199,gt_simple,gt_full,42,0.5416666666666666,-0.03128353109099731
3,0.3333333333333333,CiteSeer,1,0.2,0.18306604148822214,r_point,gt_full,42,0.575,0.26268189228786776
7,0.2857142857142857,CiteSeer,2,0.16666666666666666,0.18306604148822214,r_point,gt_full,42,0.575,0.26268189228786776
14,0.14285714285714285,CiteSeer,2,0.07692307692307693,0.18306604148822214,r_point,gt_full,42,0.575,0.26268189228786776
3,1.0,CiteSeer,3,1.0,0.9044684129429892,p_point,r_point,42,0.9666666666666667,0.9801027158230288
7,0.8571428571428571,CiteSeer,6,0.75,0.9044684129429892,p_point,r_point,42,0.9666666666666667,0.9801027158230288
14,0.7142857142857143,CiteSeer,10,0.5555555555555556,0.9044684129429892,p_point,r_point,42,0.9666666666666667,0.9801027158230288
3,1.0,CiteSeer,3,1.0,0.8646679742224712,p_simple,gt_simple,42,0.9,0.9614067741285792
7,1.0,CiteSeer,7,1.0,0.8646679742224712,p_simple,gt_simple,42,0.9,0.9614067741285792
14,1.0,CiteSeer,14,1.0,0.8646679742224712,p_simple,gt_simple,42,0.9,0.9614067741285792
3,1.0,CiteSeer,3,1.0,0.8983193277310924,p_graph,gt_full,42,0.9333333333333333,0.9815681644558649
7,1.0,CiteSeer,7,1.0,0.8983193277310924,p_graph,gt_full,42,0.9333333333333333,0.9815681644558649
14,0.9285714285714286,CiteSeer,13,0.8666666666666667,0.8983193277310924,p_graph,gt_full,42,0.9333333333333333,0.9815681644558649
3,0.6666666666666666,CiteSeer,2,0.5,0.7615912592800113,tracin_cp_point_3,r_point,42,0.9416666666666667,0.9116810600772974
7,0.5714285714285714,CiteSeer,4,0.4,0.7615912592800113,tracin_cp_point_3,r_point,42,0.9416666666666667,0.9116810600772974
14,0.35714285714285715,CiteSeer,5,0.21739130434782608,0.7615912592800113,tracin_cp_point_3,r_point,42,0.9416666666666667,0.9116810600772974
3,0.6666666666666666,CiteSeer,2,0.5,0.7691553438856983,tracin_cp_point_6,r_point,42,0.925,0.9155285628465966
7,0.7142857142857143,CiteSeer,5,0.5555555555555556,0.7691553438856983,tracin_cp_point_6,r_point,42,0.925,0.9155285628465966
14,0.42857142857142855,CiteSeer,6,0.2727272727272727,0.7691553438856983,tracin_cp_point_6,r_point,42,0.925,0.9155285628465966
3,1.0,CiteSeer,3,1.0,0.7326982347996638,tracin_cp_simple_3,gt_simple,42,0.8916666666666667,0.8757613428803588
7,1.0,CiteSeer,7,1.0,0.7326982347996638,tracin_cp_simple_3,gt_simple,42,0.8916666666666667,0.8757613428803588
14,0.7857142857142857,CiteSeer,11,0.6470588235294118,0.7326982347996638,tracin_cp_simple_3,gt_simple,42,0.8916666666666667,0.8757613428803588
3,1.0,CiteSeer,3,1.0,0.7312972821518633,tracin_cp_simple_6,gt_simple,42,0.875,0.8777892755696615
7,1.0,CiteSeer,7,1.0,0.7312972821518633,tracin_cp_simple_6,gt_simple,42,0.875,0.8777892755696615
14,0.7857142857142857,CiteSeer,11,0.6470588235294118,0.7312972821518633,tracin_cp_simple_6,gt_simple,42,0.875,0.8777892755696615
3,0.6666666666666666,CiteSeer,2,0.5,0.4254901960784313,tracin_cp_graph_3,gt_full,42,0.7083333333333334,0.5649072852281408
